Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,MACD_signal,MACD_hist
2009-01-02,7.9486083984375,7.960976836711725,7.557263547564956,7.633948717338306,144961322,,,,,,
2009-01-05,8.115089416503906,8.194002852895906,7.7922677928148865,7.940691887124179,196293007,,,,,,
2009-01-06,8.263762474060059,8.430492023874702,8.074026566992478,8.2370459640071,257971329,,,,,,
2009-01-07,7.965677261352539,8.185838885129215,7.885033769950457,8.121769840773442,180453860,,,,,,
2009-01-08,8.044340133666992,8.044340133666992,7.850151982850583,7.873406026816343,144567852,,,,,,
2009-01-09,7.793999671936035,8.10148581277446,7.752688346424151,8.10148581277446,174270770,,,,,,
2009-01-12,7.735124588012695,7.889981083795515,7.674271261032066,7.82467405785366,132667413,,,,,,
2009-01-13,7.775446891784668,7.930797818976785,7.6782289536756,7.712366242968258,177964564,,,,,,
2009-01-14,7.44520378112793,7.762583827395909,7.365549156019397,7.668582077809623,219535801,,,,,,
2009-01-15,7.396223068237305,7.509768240716158,7.0944271785603386,7.361096435010513,238269759,,,,,,
2009-01-16,7.413044929504394,7.625291339529532,7.314837648573157,7.54538902624121,209759293,,,,,,
2009-01-20,6.994489669799805,7.408839986183645,6.994489669799805,7.399934008486031,202684876,,,,,,
2009-01-21,7.49739933013916,7.5077881366383155,7.133017720055051,7.133017720055051,197718329,,,,,,
2009-01-22,7.582000732421875,7.652502637521116,7.3012320398033665,7.372722813863392,331919470,,,,,,
2009-01-23,8.032219886779785,8.21181324716327,7.525598881669856,7.650523138853792,430921167,,,51.44468037355088,,,
2009-01-26,8.011688232421875,8.113853346868167,7.929807715823039,8.035930673518642,185119281,,,51.05457751851657,,,
2009-01-27,8.199939727783203,8.259062533095433,8.021583390124913,8.075510844868605,197830749,,,54.46408681884935,,,
2009-01-28,8.625176429748535,8.71571572759617,8.319422662549892,8.360733520054854,308809170,,,61.06230960706303,,,
2009-01-29,8.492830276489258,8.535625376900805,8.413423347738197,8.523009721152118,292444059,,,58.23407537754912,,,
2009-01-30,8.374340057373047,8.628392267896475,8.311754306298035,8.52672156135632,187580472,7.885330247879028,,55.744638526600454,,,
2009-02-02,8.424802780151367,8.534388204587772,8.212803124920528,8.26945186064176,209056670,7.909139966964721,,56.595639683289434,,,
2009-02-03,8.421833992004395,8.484914161954155,8.258072009588462,8.474276244499828,263243015,7.924477195739746,,56.526772604852304,,,
2009-02-04,8.484914779663086,8.767910304813645,8.390169962044912,8.412433720211357,273718132,7.935534811019897,,57.70444896420012,,,
2009-02-05,8.750097274780273,8.791161850522485,8.336489646980663,8.43321219050412,291665150,7.974755811691284,,62.32496201814536,,,
2009-02-06,9.184488296508787,9.24707404249275,8.792647063079102,8.8178802719026,282579221,8.031763219833374,,68.41237961532356,,,
2009-02-09,9.369770050048828,9.42493453984274,9.086031913558532,9.18448783546149,199838246,8.110551738739014,,70.59480757836883,,,
2009-02-10,8.86859130859375,9.338353297680582,8.853254368471935,9.300752599063015,285213056,8.167225074768066,,58.767069145116594,,,
2009-02-11,8.856965065002441,9.029137194079778,8.732288009772555,8.879476042109086,210048373,8.221300983428955,,58.52211745268495,,,
2009-02-12,8.980897903442383,8.994997808552338,8.69468574254154,8.736244753464847,222844155,8.298085689544678,,60.4161860804337,,,
2009-02-13,8.848057746887207,8.979413429546943,8.787450699600553,8.959622793376417,166489714,8.370677423477172,,57.39100994152204,,,
2009-02-17,8.476503372192383,8.586089743684207,8.403033446774609,8.57174167326381,228067661,8.423850345611573,,49.869424391431814,,,
2009-02-18,8.735007286071777,8.741686886091445,8.423563831212592,8.589799866642515,241883252,8.510876226425172,,54.351897463185104,,,
2009-02-19,8.476008415222168,8.900501233659721,8.44558175234879,8.842863626259794,200295955,8.559806680679321,,49.56950702960342,,,
2009-02-20,8.570257186889648,8.631357718368445,8.287014494930167,8.36246309484868,249616129,8.60921950340271,,51.250489144224495,0.2654060603801618,0.3750600189459463,-0.10965395856578453
2009-02-23,8.164812088012695,8.653127621553422,8.152195486184006,8.583862288075451,209626799,8.615849113464355,,44.39491068924439,0.20809187298008247,0.3416663897527735,-0.13357451677269105
2009-02-24,8.54552173614502,8.648676685630054,8.185345146918248,8.188561812744291,244749957,8.642540788650512,,51.02026398785109,0.19118617816744177,0.31157034743570716,-0.1203841692682654
2009-02-25,8.451271057128906,8.714972260086062,8.38398629851185,8.463886712571508,258529413,8.655107355117797,,49.449427237920744,0.16824364312870266,0.2829050065743063,-0.11466136344560363
2009-02-26,8.340943336486816,8.719672587189434,8.340448901985194,8.558137425616232,225064447,8.640895700454712,,47.60187284511458,0.13955034430777147,0.2542340741209993,-0.11468372981322783
2009-02-27,8.360980987548828,8.505199571685191,8.19078754325463,8.236304879245758,217612620,8.63430323600769,,47.98200657757917,0.11707796731845299,0.22680285276049003,-0.10972488544203704
2009-03-02,8.093073844909668,8.428018110748576,8.064378652545056,8.245703473641848,232407869,8.62023992538452,,43.443929082700286,0.07676567234628173,0.19679541667764838,-0.12002974433136665
2009-03-03,8.051515579223633,8.25460974101087,7.974088280263495,8.165060273180945,261970262,8.601575565338134,,42.768200506178985,0.04099195369687614,0.16563472408149393,-0.1246427703846178
2009-03-04,7.889238834381103,8.138591982316344,7.801668050973166,7.994125242933499,313908211,8.57494580745697,,40.142579596565064,-0.0004481867560173214,0.13241814191399168,-0.132866328670009
2009-03-05,7.560727596282959,7.893197858509887,7.486515534921192,7.828880643943768,262175027,8.528736448287964,,35.4040594343318,-0.0591164504149031,0.09411122344821271,-0.1532276738631158
2009-03-06,7.633206844329834,7.673281608630339,7.278968243766891,7.599811681008958,290452622,8.472891926765442,,37.166351418466334,-0.09862610215057899,0.055563758328454366,-0.15418986047903335
2009-03-09,7.195850849151611,7.583732786153391,7.160228835640822,7.420713388649801,259822241,8.373460054397583,,31.569470948926764,-0.16334581065114495,0.011781844532534502,-0.17512765518367945
2009-03-10,7.623311996459961,7.68095055345749,7.2789686938661475,7.3779185774292575,270217058,8.28613715171814,,40.93202674486942,-0.1780911795127329,-0.026192760276518984,-0.15189841923621392
2009-03-11,7.864253520965576,7.915955071773137,7.562458126347082,7.671054683976382,237832124,8.23592026233673,,45.46149712036861,-0.16839388330968053,-0.0546329848831513,-0.11376089842652923
2009-03-12,8.003277778625488,8.039641443061784,7.758872769686882,7.855101363443463,201717262,8.193235898017884,,47.94203659125885,-0.14778701378387993,-0.07326379066329702,-0.0745232231205829
2009-03-13,8.025293350219727,8.100495692696253,7.891960387914517,8.066853312192679,156841686,8.14545567035675,,48.34271740832111,-0.1282016201104632,-0.08425135655273026,-0.043950263557732946
2009-03-16,7.908287048339844,8.15665038562588,7.881076103091557,8.06413241402773,198613673,8.098467135429383,8.157327337265015,46.30293488149697,-0.12072978738113349,-0.09154704271841091,-0.02918274466272258
2009-03-17,8.295426368713379,8.295426368713379,7.893444516548036,7.920407770877548,189206544,8.089413285255432,8.164263696670533,53.3209953885409,-0.08261704059894193,-0.08976104229451712,0.007144001695575192
2009-03-18,8.24001407623291,8.410701935212005,8.11508981798729,8.282314741557473,201239478,8.064663624763488,8.166762189865112,52.26800121238762,-0.056235475533284784,-0.08305592894227065,0.026820453408985867
2009-03-19,8.161845207214355,8.311753578185822,8.098517809880686,8.204888476786193,165064391,8.048955464363098,8.164723844528199,50.74556805683097,-0.04116099130915707,-0.07467694141564793,0.03351595010649086
2009-03-20,8.167285919189453,8.237291955053161,8.072788331967617,8.170747907054015,190226352,8.028806900978088,8.168756017684936,50.85286987829485,-0.02844740993544015,-0.06543103511960638,0.03698362518416623
2009-03-23,8.623444557189941,8.644471284450344,8.238283864689997,8.251394903869171,171500425,8.051738524436951,8.180338106155396,58.93115410476341,0.018226283459226167,-0.04869957140383987,0.06692585486306604
2009-03-24,8.5880708694458,8.75306897201515,8.50965279731071,8.57149594681877,153372732,8.053865981101989,8.19621953010559,58.133170272899534,0.05176445238475402,-0.028606766646121086,0.0803712190308751
2009-03-25,8.511384010314941,8.691224614929085,8.31793793216049,8.667971985442799,174102141,8.056871628761291,8.211744718551635,56.351688530568055,0.07133341702668261,-0.008618729911560347,0.07995214693824296
2009-03-26,8.739461898803711,8.884670296359262,8.62097001263372,8.735504528578621,241032074,8.076797556877136,8.231025018692016,60.25298376035395,0.10404655801274743,0.01391432767330121,0.09013223033944621
2009-03-27,8.601178169250488,8.707549753715048,8.546013692400424,8.658074113540145,133410187,8.088807415962219,8.254144506454468,56.93052830683653,0.11745961531083005,0.034623385200806975,0.08283623011002307
2009-03-30,8.477246284484863,8.504951663103471,8.312989856185128,8.473782401763213,124227898,8.10801603794098,8.275764970779418,54.05377078074858,0.11674354557377065,0.051047417275399715,0.06569612829837093
2009-03-31,8.610085487365723,8.744904125226752,8.563579285094049,8.631606647100437,146760038,8.135944533348084,8.299705781936645,56.58607007849778,0.12544897098880625,0.06592772801808103,0.059521242970725224
2009-04-01,8.75925064086914,8.787698617039792,8.425791560797288,8.504208671378366,132542948,8.179445123672485,8.335001001358032,59.298750913239,0.14273905760782313,0.08128999393602945,0.061449063671793674
2009-04-02,8.967292785644531,9.14688710888696,8.913366276574923,8.987330642412443,180192885,8.249773383140564,8.36439887046814,62.79086040651182,0.1712547204098449,0.09928293923079254,0.07197178117905237
2009-04-03,9.147380828857422,9.19537127894974,8.855974245700045,9.016767732984842,152160204,8.325482082366943,8.395706472396851,65.54655455497938,0.20601042866875474,0.12062843711838497,0.08538199155036977
2009-04-06,9.10928726196289,9.148371268637884,8.940082677119143,9.078611483658444,131703815,8.421153903007507,8.417247819900513,64.45908534606056,0.22785418417723946,0.14207358653015587,0.0857805976470836
2009-04-07,8.872055053710938,8.998215416172535,8.789432396105019,8.969767435586535,147755757,8.483591055870056,8.434455156326294,58.00493951120392,0.22344710211760876,0.15834828964764644,0.06509881246996232
2009-04-08,8.954923629760742,9.029136154087745,8.811694878598225,8.992029891924243,111022586,8.538124561309814,8.449554834365845,59.529329011263854,0.22405845298520255,0.17149032231515765,0.0525681306700449
2009-04-09,9.214667320251465,9.260430924911836,9.060058038970132,9.140454789461026,135811153,8.598694038391113,8.461344652175903,63.94686943887991,0.24270435329969864,0.18573312851206586,0.05697122478763278
2009-04-13,9.35344409942627,9.37793471019264,9.160245233475758,9.185724713272142,122461301,8.665101575851441,8.478556928634644,66.07739063628625,0.2656176153799894,0.20171002588565057,0.06390758949433883
2009-04-14,9.125859260559082,9.325737706770177,9.043979208798042,9.32450067342412,137658049,8.725980186462403,8.493587312698365,59.83293751000587,0.2623877040474518,0.21384556151801082,0.048542142529441
2009-04-15,9.38782787322998,9.426418387431433,9.008356062236436,9.081084339000707,197967259,8.780600261688232,8.512847814559937,64.04497073606123,0.27776475453790006,0.22662940012198868,0.05113535441591138
2009-04-16,9.616400718688965,9.719307485166652,9.42542779558938,9.437302746174142,408931050,8.849419593811035,8.536739149093627,67.26996025219155,0.3048806221720106,0.24227964453199308,0.06260097764001754
2009-04-17,9.702982902526855,9.890491019652693,9.519183991140832,9.549116220605548,430840867,8.92647647857666,8.561100511550903,68.42526602930346,0.3295576656425343,0.2597352487541013,0.06982241688843299
2009-04-20,9.382880210876465,9.663648872699373,9.298525151249905,9.552330087384052,177820024,8.987256193161011,8.573756170272826,59.993814257418364,0.31960063124257054,0.27170832525179517,0.047892305990775375
2009-04-21,9.436558723449709,9.506565707048688,9.303719737996598,9.30545120553846,148370051,9.027911901473999,8.578797578811646,60.86467878060455,0.31243941006619025,0.2798545422146742,0.03258486785151604
2009-04-22,9.495681762695312,9.647568789372,9.375705645742284,9.4434857819523,140597024,9.073292446136474,8.581315813064576,61.849737111284895,0.3079845714197731,0.285480548055694,0.022504023364079084
2009-04-23,9.516215324401855,9.641385860863798,9.427655670922965,9.585975101924843,104751167,9.123534011840821,8.594268293380738,62.20554319800979,0.3026225224577779,0.2889089429361108,0.013713579521667074
2009-04-24,9.634953498840332,9.726234427492782,9.412565043973432,9.5498567891686,135923572,9.168308591842651,8.609828062057495,64.2801519433564,0.30444478835492106,0.2920161120198729,0.012428676335048183
2009-04-27,9.54738426208496,9.634955052345523,9.468225488614594,9.507557658101469,91967429,9.215618896484376,8.621157789230347,61.59481887930629,0.29541745313880696,0.2926963802436597,0.0027210728951472807
2009-04-28,9.491971969604492,9.624070272226689,9.43829267827844,9.492962732921953,118185333,9.266355180740357,8.634036073684692,59.88986041892098,0.2805578201290082,0.2902686682207294,-0.00971084809172118
2009-04-29,9.683934211730955,9.770514228661176,9.544414663624275,9.54787854628002,144941247,9.320047616958618,8.658184690475464,63.64423253846395,0.28103164469120223,0.28842126351482394,-0.007389618823621713
2009-04-30,9.795251846313477,9.987708079959964,9.76630943554058,9.790056496035648,174881049,9.371847677230836,8.679389581680297,65.652017576699,0.28708027416171333,0.28815306564420184,-0.001072791482488511
2009-05-01,9.738851547241213,9.83532688397356,9.685912962895271,9.771998545974188,97471985,9.410425615310668,8.704646444320678,63.73157781961568,0.28404848964239804,0.2873321504438411,-0.0032836608014430446
2009-05-04,9.943924903869627,9.954313710868242,9.766062996449358,9.849674517254297,128600225,9.45025281906128,8.732119798660278,67.45890325970277,0.2947952682299029,0.28882477400105344,0.005970494228849432
2009-05-05,9.96890926361084,10.018631186388626,9.82691658403422,9.894449514468375,96391952,9.493233919143677,8.768201742172241,67.89184324054648,0.3018486731056811,0.291429553821979,0.010419119283702094
2009-05-06,9.980782508850098,10.099769768074657,9.919681020101738,10.062910722170988,105710750,9.548670291900635,8.796906957626343,68.10898817528754,0.30488212756469935,0.2941200685705231,0.01076205899417626
2009-05-07,9.811084747314451,10.018383498023514,9.709414056986748,9.996367903921772,120441759,9.59147834777832,8.824103231430053,61.68767181350297,0.2902471821030854,0.2933454912770356,-0.0030983091739501534
2009-05-08,10.07626724243164,10.145532577252087,9.771256151349812,9.965443843349744,155183494,9.63455834388733,8.85880970954895,66.93399236515519,0.2966275557011606,0.29400190416186056,0.0026256515393000557
2009-05-11,10.092348098754885,10.19179098544128,9.92462779635128,9.964208124448708,102755715,9.67150354385376,8.893437051773072,67.22706857739148,0.2995288562530618,0.2951072945801008,0.004421561672960983
2009-05-12,9.870452880859377,10.16680663737971,9.773977550323885,10.142564196142985,152200354,9.708733224868775,8.928984632492066,59.40303195040582,0.280687477693764,0.29222333120283345,-0.011535853509069438
